DROP,%UNWEIGHTED ILI
1685,2.89806
1686,1.85164
1687,2.34798
1688,1.78343
1689,0.935686
1690,2.44741
1691,4.14762
1692,1.52388
1693,1.17824
1694,2.18777
1695,1.62206
1696,2.01057
1697,2.01228
1698,2.14195
1699,1.96881
1700,3.75477
1701,1.34355
1702,1.64125
1703,1.74742
1704,1.35899
1705,1.82922
1706,1.24853
1707,0.954068
1708,1.91592
1709,3.45666
1710,0.763506
1711,1.5413
1712,1.60764
1713,1.19338
1714,1.76064
1715,0.992063
1716,0.813517
1717,1.56221
1718,4.12388
1719,0.573817
1720,1.35347
1721,1.13229
1722,0.993806
1723,1.62946
1724,1.29253
1725,0.440728
1726,1.12471
1727,2.66947
1728,0.481912
1729,1.32971
1730,1.17283
1731,0.852219
1732,1.24009
1733,1.7898
1734,0.485496
1735,0.85348
1736,2.10077
1737,0.353781
1738,1.35222
1739,0.875868
1740,0.80429
1741,1.35863
1742,1.69193
1743,0.496562
1744,1.08863
1745,1.66384
1746,0.37013
1747,0.918915
1748,0.747285
1749,0.738007
1750,1.10367
1751,1.32325
1752,0.559636
1753,0.702066
1754,1.30484
1755,0.332118
1756,0.938617
1757,0.719329
1758,0.684839
1759,1.33856
1760,1.51029
1761,0.33475
1762,0.544917
1763,1.41649
1764,0.323189
1765,0.692042
1766,0.484206
1767,0.639644
1768,0.96451
1769,1.21951
1770,0.288264
1771,0.478247
1772,0.747198
1773,0.337316
1774,0.787226
1775,0.44396
1776,0.545139
1777,1.28397
1778,0.892381
1779,0.20185
1780,0.377813
1781,0.78143
1782,0.233328
1783,1.09811
1784,0.561222
1785,0.819132
1786,0.674071
1787,0.889558
1788,0.19774
1789,0.391409
1790,0.859466
1791,0.138563
1792,0.607287
1793,0.374146
1794,0.440798
1795,1.11378
1796,1.34148
1797,1.2696
1798,1.28988
1799,0.784676
1800,0.150063
1801,1.12676
1802,0.378318
1803,0.863963
1804,0.818187
1805,1.30874
1806,1.22982
1807,1.2107
1808,0.579897
1809,0.0657549
1810,0.892857
1811,0.346786
1812,0.59761
1813,0.649573
1814,1.52683
1815,0.884956
1816,1.3295
1817,0.924784
1818,0.0962067
1819,0.949288
1820,0.33668
1821,0.490943
1822,0.958084
1823,1.82953
1824,0.747283
1825,1.1555
1826,0.640809
1827,0.244569
1828,0.767649
1829,0.2097
1830,0.395053
1831,0.784706
1832,0.918555
1833,0.602864
1834,0.790514
1835,0.647668
1836,0.139392
1837,0.54076
1838,0.297265
1839,0.40493
1840,0.814579
1841,0.649606
1842,1.31291
1843,1.33431
1844,0.287711
1845,0.107083
1846,0.448783
1847,0.273723
1848,0.443097
1849,0.632187
1850,0.242277
1851,0.475059
1852,1.1431
1853,0.632244
1854,0.121599
1855,0.680128
1856,0.245896
1857,0.527081
1858,0.700309
1859,1.01573
1860,0.668896
1861,1.12704
1862,0.607441
1863,0.106854
1864,0.461148
1865,0.147266
1866,0.491029
1867,0.635844
1868,1.41972
1869,0.92827
1870,0.746479
1871,0.742358
1872,0.126422
1873,0.579858
1874,0.175676
1875,0.345556
1876,0.766009
1877,1.80161
1878,0.761421
1879,0.778015
1880,0.704225
1881,0.124327
1882,0.494685
1883,0.290031
1884,0.470673
1885,0.480538
1886,1.26068
1887,0.255102
1888,0.905701
1889,0.635697
1890,0.212917
1891,0.475664
1892,0.327667
1893,0.434697
1894,0.805153
1895,1.2888
1896,1.0682
1897,0.989419
1898,0.687285
1899,0.121507
1900,0.58734
1901,0.276867
1902,0.305862
1903,0.567351
1904,1.89734
1905,1.25786
1906,1.09758
1907,0.665399
1908,0.117524
1909,0.751395
1910,0.281632
1911,0.342969
1912,0.5812
1913,1.3844
1914,1.16402
1915,1.68384
1916,0.88993
1917,0.257865
1918,0.588295
1919,0.338351
1920,0.36208
1921,0.629654
1922,1.60245
1923,0.852459
1924,1.70609
1925,0.543281
1926,0.155323
1927,0.65085
1928,0.30785
1929,0.373622
1930,0.766824
1931,2.02989
1932,0.820189
1933,2.13777
1934,1.85063
1935,0.069185
1936,0.686587
1937,0.253493
1938,0.663302
1939,0.632532
1940,1.08733
1941,0.956938
1942,1.73536
1943,1.42433
1944,0.0698714
1945,0.753083
1946,0.301668
1947,0.773341
1948,0.717109
1949,0.207641
1950,0.842105
1951,1.73598
1952,1.75109
1953,0.412584
1954,0.941658
1955,0.35145
1956,0.693607
1957,0.885394
1958,0.163208
1959,1.34844
1960,1.77469
1961,1.31737
1962,0.471078
1963,0.643121
1964,1.22796
1965,0.938268
1966,0.554017
1967,2.64169
1968,1.30005
1969,0.801809
1970,0.644657
1971,0.406858
1972,0.768191
1973,1.14771
1974,1.30228
1975,0.7611
1976,2.61049
1977,1.36515
1978,0.825754
1979,0.771024
1980,0.558283
1981,0.748493
1982,1.03747
1983,1.22066
1984,0.716393
1985,2.65814
1986,1.63536
1987,0.82624
1988,1.36097
1989,0.567291
1990,0.678006
1991,1.13634
1992,1.32921
1993,0.80404
1994,2.78038
1995,2.89893
1996,0.682817
1997,1.15328
1998,0.727021
1999,1.13956
2000,1.16062
2001,1.05609
2002,0.98127
2003,3.21431
2004,5.33555
2005,0.940579
2006,1.1648
2007,0.79969
2008,1.05281
2009,1.33569
2010,1.07171
2011,1.26485
2012,3.81992
2013,8.91386
2014,1.0383
2015,1.78855
2016,0.883777
2017,1.375
2018,1.86102
2019,1.53612
2020,1.58024
2021,4.60769
2022,8.19347
2023,2.4362
2024,2.09018
2025,1.21994
2026,1.55428
2027,2.41474
2028,1.64205
2029,2.05657
2030,4.73082
2031,9.13935
2032,3.83248
2033,4.47284
2034,1.6068
2035,1.78163
2036,3.5996
2037,4.23402
2038,3.21847
2039,6.15899
2040,8.54849
2041,5.41004
2042,7.09172
2043,2.26041
2044,2.57876
2045,4.71784
2046,5.06353
2047,4.1315
2048,7.36908
2049,7.89956
2050,5.13408
2051,7.26496
2052,4.81166
2053,4.1743
2054,8.30017
2055,10.0888
2056,6.68196
2057,9.32196
2058,8.84586
2059,4.18396
2060,8.63649
2061,6.32986
2062,5.58167
2063,9.77531
2064,8.42346
2065,7.59206
2066,9.85267
2067,7.66707
2068,3.60427
2069,7.23613
2070,6.71841
2071,5.84515
2072,10.4864
2073,9.57776
2074,8.36273
2075,10.0067
2076,5.9676
2077,3.49529
2078,6.76061
2079,4.98101
2080,4.08661
2081,6.71383
2082,3.73804
2083,5.69792
2084,6.39891
2085,4.06198
2086,2.31717
2087,5.14535
2088,3.08678
2089,2.33032
2090,3.08364
2091,1.96682
2092,3.14911
2093,3.83152
2094,2.51563
2095,1.01604
2096,3.37524
2097,1.85185
2098,1.73554
2099,2.33321
2100,1.27594
2101,2.46428
2102,2.40997
2103,2.22139
2104,0.951533
2105,2.05479
2106,1.42098
2107,1.32817
2108,2.1955
2109,1.34252
2110,2.38566
2111,2.13056
2112,1.89573
2113,1.19575
2114,1.93363
2115,0.835574
2116,1.18958
2117,1.9351
2118,1.0441
2119,2.1029
2120,3.10372
2121,1.77762
2122,1.00283
2123,1.52885
2124,0.647361
2125,1.05606
2126,1.88285
2127,0.863031
2128,1.59886
2129,3.30489
2130,1.24097
2131,1.09874
2132,1.5309
2133,0.558041
2134,1.28898
2135,1.63992
2136,0.887871
2137,1.3886
2138,3.23845
2139,1.28482
2140,0.924814
2141,1.41779
2142,0.533646
2143,1.25682
2144,1.40585
2145,0.819296
2146,1.62263
2147,2.93175
2148,1.01972
2149,0.990749
2150,1.15579
2151,0.424891
2152,0.95964
2153,1.34709
2154,0.719719
2155,1.39889
2156,2.06311
2157,0.717091
2158,0.67891
2159,1.01805
2160,0.341334
2161,0.838372
2162,1.26186
2163,0.708339
2164,1.2885
2165,2.32337
2166,1.00877
2167,0.713109
2168,0.865451
2169,0.373245
2170,1.00995
2171,1.35636
2172,0.814975
2173,1.64186
2174,2.06458
2175,0.610288
2176,0.623848
2177,1.10285
2178,0.355996
2179,1.01853
2180,1.25446
2181,0.474995
2182,1.36392
2183,2.39485
2184,0.647025
2185,0.677792
2186,1.195
2187,0.336999
2188,0.907488
2189,1.3381
2190,0.578839
2191,1.03239
2192,2.54139
2193,0.415415
2194,0.616076
2195,0.744258
2196,0.320877
2197,1.10536
2198,0.928522
2199,0.309373
2200,0.870318
2201,2.31442
2202,0.34857
2203,0.511619
2204,0.694444
2205,0.189274
2206,0.900406
2207,1.01558
2208,0.371539
2209,0.776218
2210,2.42198
2211,0.376317
2212,0.607049
2213,0.63791
2214,0.215695
2215,0.763438
2216,1.11076
2217,0.400334
2218,1.00843
2219,2.15624
2220,0.341267
2221,0.586938
2222,0.694137
2223,0.241515
2224,0.814937
2225,1.00085
2226,0.224359
2227,0.881077
2228,2.33914
2229,0.387987
2230,0.49992
2231,0.580177
2232,0.164686
2233,0.771978
2234,0.830146
2235,0.313707
2236,0.709823
2237,2.16545
2238,0.448862
2239,0.378553
2240,0.455985
2241,0.156483
2242,0.69515
2243,0.973929
2244,0.601641
2245,0.76864
2246,2.2992
2247,0.714054
2248,0.460791
2249,0.410548
2250,0.221121
2251,0.714039
2252,0.932991
2253,0.424589
2254,0.847124
2255,2.40895
2256,0.400146
2257,0.544345
2258,0.460368
2259,0.265209
2260,0.946508
2261,1.04817
2262,0.405139
2263,0.843895
2264,2.27901
2265,0.59761
2266,0.51069
2267,0.452403
2268,0.121803
2269,0.714939
2270,1.17797
2271,0.754236
2272,1.08895
2273,1.92727
2274,0.314748
2275,0.278048
2276,0.56534
2277,0.126936
2278,0.685908
2279,1.34487
2280,0.834356
2281,0.626671
2282,2.39704
2283,0.566038
2284,0.416186
2285,1.23606
2286,0.105054
2287,0.762879
2288,1.04926
2289,1.55521
2290,0.517181
2291,1.672
2292,0.777977
2293,0.193776
2294,1.17994
2295,0.0715052
2296,0.559796
2297,1.14476
2298,0.487755
2299,0.581487
2300,1.55165
2301,0.631313
2302,0.27329
2303,0.977011
2304,0.0975134
2305,0.4426
2306,1.08356
2307,0.806959
2308,0.928765
2309,1.5975
2310,0.428397
2311,0.233487
2312,0.522113
2313,0.0777605
2314,0.153257
2315,1.06085
2316,0.772366
2317,0.423941
2318,1.62776
2319,0.392413
2320,0.203843
2321,0.422627
2322,0.0814553
2323,0.356469
2324,1.13527
2325,0.616555
2326,0.443929
2327,1.64323
2328,1.56483
2329,0.759442
2330,0.661278
2331,0.0755382
2332,0.592577
2333,0.997821
2334,0.658179
2335,0.860234
2336,1.68723
2337,0.833333
2338,0.73883
2339,0.460072
2340,0.0385802
2341,0.494818
2342,0.915809
2343,0.569801
2344,0.218034
2345,1.85659
2346,1.3324
2347,0.768298
2348,0.369128
2349,0.0549602
2350,0.549562
2351,0.99343
2352,0.742009
2353,0.338564
2354,2.17371
2355,1.2037
2356,0.73105
2357,0.255021
2358,0.0822481
2359,0.390923
2360,0.40158
2361,0.872475
2362,0.751768
2363,1.86181
2364,0.657895
2365,0.643149
2366,0.542265
2367,0.118624
2368,0.544572
2369,0.98312
2370,0.835476
2371,0.98946
2372,1.91038
2373,0.569569
2374,0.757874
2375,0.168067
2376,0.236314
2377,0.363011
2378,0.947574
2379,0.792411
2380,0.460875
2381,2.25229
2382,1.55678
2383,0.647315
2384,0.190062
2385,0.12149
2386,0.352845
2387,1.29735
2388,0.687319
2389,0.452266
2390,2.35283
2391,1.16279
2392,0.940666
2393,0.53313
2394,0.120758
2395,0.373035
2396,1.06414
2397,0.638476
2398,1.0692
2399,2.471
2400,1.10236
2401,1.00546
2402,0.596718
2403,0.169851
2404,0.533708
2405,1.11932
2406,1.03227
2407,0.53285
2408,2.68944
2409,1.02471
2410,0.408913
2411,0.606061
2412,0.153157
2413,0.580288
2414,1.12099
2415,1.02865
2416,1.04848
2417,2.52041
2418,1.11977
2419,0.410593
2420,1.16279
2421,0.136629
2422,0.760167
2423,1.16182
2424,1.03037
2425,0.752643
2426,2.65855
2427,1.30536
2428,0.461224
2429,0.653951
2430,0.17269
2431,0.550206
2432,1.10118
2433,1.11044
2434,1.22254
2435,2.75178
2436,0.526946
2437,0.454452
2438,1.0512
2439,0.345416
2440,1.34741
2441,1.05697
2442,0.765741
2443,0.793529
2444,1.79123
2445,1.25063
2446,0.505038
2447,0.844925
2448,0.496102
2449,1.26723
2450,1.13077
2451,0.792642
2452,1.09255
2453,2.21057
2454,1.06751
2455,0.598496
2456,0.732807
2457,0.408068
2458,1.18957
2459,1.08663
2460,0.851736
2461,1.10292
2462,2.30197
2463,1.85896
2464,0.570141
2465,0.88932
2466,0.438419
2467,1.42486
2468,1.25657
2469,0.787466
2470,1.35161
2471,1.86538
2472,1.11575
2473,0.707462
2474,1.61103
2475,0.507844
2476,1.43341
2477,1.36368
2478,0.89715
2479,1.30959
2480,1.96146
2481,1.34183
2482,0.900388
2483,1.43483
2484,0.746998
2485,1.41309
2486,1.3947
2487,0.986201
2488,1.25605
2489,2.44408
2490,1.39007
2491,1.01647
2492,1.57198
2493,0.520799
2494,1.75768
2495,1.40172
2496,0.946932
2497,1.06685
2498,2.66534
2499,1.43192
2500,0.970251
2501,1.67064
2502,0.669125
2503,1.79894
2504,1.74327
2505,1.1481
2506,1.66245
2507,2.93272
2508,1.68013
2509,1.16378
2510,2.13948
2511,0.822551
2512,1.62028
2513,1.39745
2514,0.879798
2515,1.60571
2516,2.55728
2517,2.13121
2518,0.78123
2519,1.65762
2520,0.951109
2521,2.12047
2522,1.46997
2523,0.962663
2524,1.58804
2525,2.60455
2526,1.67583
2527,0.806051
2528,1.90787
2529,1.03153
2530,2.4397
2531,1.44986
2532,1.16547
2533,1.79064
2534,3.06061
2535,1.652
2536,0.952921
2537,2.09959
2538,1.95447
2539,3.82614
2540,1.87124
2541,1.76355
2542,2.04896
2543,3.59032
2544,2.6905
2545,1.33148
2546,2.75053
2547,2.83817
2548,3.66145
2549,2.52204
2550,1.70376
2551,2.49347
2552,3.81924
2553,2.17363
2554,1.63247
2555,4.01457
2556,2.5672
2557,3.28184
2558,2.3337
2559,2.0575
2560,1.84398
2561,2.77448
2562,2.213
2563,1.40712
2564,2.89366
2565,2.24696
2566,3.24701
2567,2.38278
2568,2.46333
2569,1.60294
2570,2.56709
2571,2.43749
2572,1.55235
2573,3.76853
2574,2.35808
2575,3.09458
2576,2.95738
2577,3.28972
2578,1.90574
2579,3.24948
2580,3.15582
2581,1.58805
2582,3.95635
2583,2.25017
2584,3.37268
2585,3.6742
2586,3.78487
2587,2.78342
2588,4.00802
2589,4.41093
2590,1.82199
2591,4.25283
2592,2.25234
2593,3.66709
2594,4.98172
2595,4.81508
2596,3.73629
2597,5.96643
2598,8.44138
2599,2.10267
2600,4.65171
2601,2.4573
2602,4.03497
2603,5.70977
2604,5.3337
2605,4.47125
2606,7.2036
2607,8.26281
2608,2.47724
2609,4.94594
2610,1.93512
2611,3.94809
2612,5.89224
2613,4.69559
2614,5.03099
2615,7.94328
2616,8.28841
2617,2.71787
2618,5.06915
2619,1.6288
2620,3.7726
2621,5.22879
2622,3.5472
2623,3.91405
2624,7.9751
2625,6.71732
2626,2.51707
2627,4.63032
2628,1.37366
2629,3.09435
2630,4.3413
2631,2.94388
2632,3.31959
2633,7.40903
2634,4.59133
2635,2.04711
2636,3.54617
2637,1.19478
2638,2.99209
2639,3.6451
2640,2.28435
2641,3.37202
2642,6.84683
2643,4.15404
2644,1.90751
2645,3.34675
2646,1.10797
2647,2.57941
2648,3.14044
2649,2.2151
2650,3.08471
2651,4.91106
2652,3.29577
2653,1.67541
2654,2.78796
2655,0.833637
2656,2.55431
2657,2.58624
2658,1.97683
2659,2.53028
2660,4.91462
2661,2.24222
2662,1.60335
2663,2.90422
2664,0.883913
2665,1.86594
2666,2.21536
2667,1.54209
2668,1.96104
2669,3.52681
2670,2.01478
2671,1.22965
2672,2.72532
2673,0.707267
2674,1.3278
2675,1.50025
2676,1.27592
2677,1.48688
2678,2.91531
2679,1.6557
2680,1.17863
2681,2.43187
2682,0.522398
2683,1.18606
2684,1.39864
2685,1.06862
2686,1.45527
2687,2.89347
2688,1.60033
2689,1.03573
2690,2.87972
2691,0.486151
2692,1.10962
2693,1.29147
2694,0.952119
2695,1.53963
2696,2.64419
2697,1.85906
2698,0.837196
2699,1.50912
2700,0.470454
2701,1.01116
2702,1.02943
2703,0.874134
2704,1.29036
2705,3.08816
2706,1.64603
2707,0.857326
2708,1.99519
2709,0.442682
2710,0.962239
2711,0.971932
2712,0.908494
2713,1.24952
2714,3.02363
2715,1.32243
2716,0.60575
2717,1.99928
2718,0.188233
2719,1.03425
2720,1.05919
2721,0.861345
2722,1.34998
2723,3.01209
2724,1.64302
2725,0.741548
2726,2.06123
2727,0.193844
2728,0.863344
2729,0.950745
2730,1.01113
2731,1.17887
2732,3.03154
2733,1.29793
2734,0.553422
2735,2.42629
2736,0.265867
2737,0.501389
2738,1.05146
2739,0.951707
2740,1.19807
2741,2.86709
2742,1.69071
2743,0.530956
2744,2.21522
2745,0.164662
2746,0.698971
2747,1.33723
2748,1.36246
2749,1.26531
2750,3.7724
2751,1.89873
2752,0.769093
2753,1.91427
2754,0.232697
2755,0.789572
2756,0.763672
2757,1.29038
2758,1.32984
2759,2.78491
2760,1.65714
2761,0.577904
2762,1.97777
2763,0.180465
2764,0.563112
2765,1.03786
2766,1.11619
2767,1.2186
2768,2.69871
2769,1.4053
2770,0.550598
2771,2.11901
2772,0.190476
2773,0.574097
2774,1.10532
2775,0.820846
2776,1.0577
2777,2.89757
2778,1.23305
2779,0.567067
2780,1.60961
2781,0.181488
2782,0.533519
2783,1.01253
2784,0.242601
2785,1.15756
2786,2.61551
2787,1.17608
2788,0.395306
2789,1.62132
2790,0.177425
2791,0.264857
2792,1.15577
2793,0.252799
2794,1.03185
2795,2.95295
2796,0.969382
2797,0.41058
2798,1.36789
2799,0.243531
2800,0.456108
2801,0.892662
2802,0.292668
2803,0.972153
2804,2.28943
2805,1.14776
2806,0.326229
2807,1.15869
2808,0.18353
2809,0.45208
2810,0.998035
2811,0.434783
2812,0.824993
2813,2.41304
2814,0.996713
2815,0.212334
2816,1.51837
2817,0.166971
2818,0.402609
2819,0.928805
2820,0.228798
2821,0.663068
2822,2.81324
2823,1.13662
2824,0.145519
2825,1.4175
2826,0.138262
2827,0.472832
2828,0.843588
2829,0.50717
2830,1.02227
2831,2.56317
2832,0.97046
2833,0.131391
2834,1.47376
2835,0.163482
2836,0.414906
2837,0.941515
2838,0.235849
2839,1.00777
2840,2.74684
2841,0.847458
2842,0.183579
2843,0.82088
2844,0.222995
2845,0.329514
2846,0.895146
2847,0.192524
2848,0.557582
2849,2.53797
2850,0.733698
2851,0.159037
2852,1.41088
2853,0.193798
2854,0.097737
2855,0.844297
2856,0.308104
2857,0.873716
2858,1.84544
2859,1.47118
2860,0.213983
2861,1.04353
2862,0.120254
2863,0.336435
2864,0.8319
2865,0.321146
2866,0.887643
2867,2.04446
2868,2.64256
2869,0.212395
2870,1.17535
2871,0.21342
2872,0.562339
2873,0.996255
2874,0.23621
2875,1.105
2876,2.23105
2877,1.73433
2878,0.25635
2879,1.68793
2880,0.171976
2881,0.435997
2882,0.883941
2883,0.144875
2884,1.26049
2885,1.50651
2886,2.05571
2887,0.179637
2888,1.17962
2889,0.227877
2890,0.65798
2891,0.901377
2892,0.469543
2893,1.21575
2894,1.68952
2895,2.09875
2896,0.255517
2897,1.44544
2898,0.280202
2899,0.671409
2900,0.766651
2901,0.301541
2902,1.28754
2903,2.34537
2904,1.72153
2905,0.304111
2906,1.34748
2907,0.651428
2908,1.40845
2909,0.904347
2910,0.965292
2911,0.914243
2912,1.54542
2913,0.874456
2914,1.16766
2915,1.73157
2916,0.599792
2917,1.44012
2918,1.13697
2919,0.746588
2920,1.00397
2921,2.06689
2922,1.10523
2923,0.691525
2924,1.51071
2925,0.731732
2926,1.20319
2927,1.25834
2928,0.721971
2929,0.886171
2930,2.54158
2931,1.17663
2932,0.862237
2933,1.54978
2934,0.716469
2935,1.29438
2936,1.22298
2937,0.933628
2938,0.88809
2939,2.42849
2940,1.24819
2941,0.82498
2942,1.48971
2943,0.681431
2944,1.65119
2945,1.37326
2946,0.872926
2947,0.866055
2948,2.8633
2949,1.42986
2950,0.916858
2951,2.23415
2952,0.91269
2953,1.6281
2954,1.29227
2955,0.770102
2956,1.04179
2957,2.69901
2958,1.81026
2959,1.26126
2960,1.65169
2961,0.886831
2962,1.47398
2963,1.33378
2964,0.857871
2965,1.0301
2966,2.74849
2967,2.01036
2968,1.16641
2969,2.44572
2970,1.06912
2971,1.74884
2972,1.73657
2973,1.09537
2974,1.15944
2975,3.58554
2976,2.09297
2977,1.01208
2978,3.07776
2979,0.835396
2980,1.9957
2981,1.5335
2982,1.06646
2983,0.949229
2984,2.98138
2985,2.03811
2986,1.14265
2987,2.71406
2988,0.951865
2989,1.82872
2990,1.37139
2991,0.942324
2992,1.15228
2993,4.0825
2994,2.3331
2995,1.37561
2996,3.58787
2997,0.938489
2998,1.92185
2999,1.49251
3000,0.892288
3001,1.28667
3002,3.34534
3003,3.35268
3004,2.0759
3005,5.08604
3006,0.878795
3007,2.22192
3008,1.81226
3009,1.35656
3010,1.39743
3011,3.97535
3012,5.26154
3013,2.81339
3014,7.23072
3015,1.35485
3016,2.98104
3017,2.51283
3018,1.5456
3019,1.68364
3020,6.19815
3021,6.18934
3022,3.3358
3023,5.13288
3024,0.988379
3025,2.38754
3026,2.42851
3027,1.40488
3028,1.75369
3029,4.11401
3030,5.1158
3031,2.42594
3032,3.20183
3033,0.976766
3034,2.28118
3035,2.08978
3036,1.32078
3037,1.39838
3038,4.1305
3039,4.51036
3040,1.59403
3041,1.98934
3042,0.951317
3043,2.50024
3044,2.07062
3045,1.52708
3046,1.51689
3047,3.69181
3048,5.80275
3049,1.49556
3050,2.01926
3051,1.15203
3052,2.40335
3053,2.24642
3054,1.90454
3055,1.83303
3056,4.0485
3057,5.01862
3058,1.39114
3059,2.4555
3060,1.35831
3061,2.33339
3062,2.42908
3063,2.00078
3064,2.22143
3065,3.80952
3066,4.90126
3067,1.54747
3068,2.29993
3069,1.56083
3070,2.67196
3071,2.83991
3072,2.08652
3073,2.64673
3074,4.71637
3075,4.3308
3076,1.35318
3077,1.82042
3078,1.81842
3079,2.59841
3080,3.06592
3081,2.15798
3082,3.41474
3083,4.45035
3084,5.5621
3085,1.38259
3086,2.31179
3087,1.91809
3088,2.62346
3089,3.42193
3090,2.46852
3091,3.61886
3092,4.68785
3093,5.47727
3094,1.66024
3095,1.78291
3096,2.01353
3097,2.44583
3098,3.3399
3099,2.38539
3100,3.06913
3101,5.53334
3102,5.73742
3103,1.62111
3104,1.49342
3105,2.0436
3106,3.03802
3107,3.43788
3108,2.67078
3109,2.57901
3110,4.87668
3111,4.69089
3112,1.57143
3113,2.32217
3114,1.88714
3115,2.66718
3116,2.85987
3117,2.57888
3118,2.57383
3119,3.69683
3120,3.50823
3121,1.48508
3122,2.51184
3123,1.73123
3124,2.62273
3125,2.42345
3126,2.92102
3127,1.68781
3128,3.20874
3129,3.52893
3130,1.34152
3131,2.95442
3132,1.55885
3133,2.16009
3134,2.33527
3135,2.45177
3136,1.96653
3137,2.27584
3138,3.37206
3139,1.15137
3140,2.59693
3141,1.48727
3142,1.20649
3143,1.79166
3144,1.28175
3145,1.37168
3146,3.32177
3147,3.87544
3148,1.01005
3149,2.38687
3150,1.49846
3151,1.56285
3152,1.3721
3153,1.00185
3154,0.941872
3155,2.28081
3156,2.78811
3157,0.940048
3158,1.79173
3159,1.16165
3160,1.27521
3161,1.25627
3162,0.578753
3163,0.84242
3164,3.03086
3165,2.75348
3166,0.684563
3167,1.33668
3168,0.817029
3169,1.03158
3170,1.06395
3171,0.578699
3172,0.743841
3173,3.32395
3174,2.3157
3175,0.712117
3176,1.24741
3177,0.735645
3178,0.823155
3179,1.02505
3180,0.56544
3181,0.812081
3182,3.30464
3183,1.78731
3184,0.637975
3185,1.19028
3186,0.600387
3187,0.876478
3188,0.991071
3189,0.58357
3190,0.873134
3191,3.14894
3192,2.05979
3193,0.550977
3194,0.948978
3195,0.257084
3196,0.818509
3197,1.04107
3198,0.510361
3199,0.744566
3200,4.35395
3201,2.33301
3202,0.52923
3203,0.9517
3204,0.255314
3205,0.82851
3206,0.977738
3207,0.457389
3208,0.746285
3209,3.87751
3210,1.7199
3211,0.49338
3212,0.932771
3213,0.283513
3214,0.803112
3215,0.821258
3216,0.734523
3217,0.906264
3218,3.36297
3219,2.6486
3220,0.356868
3221,0.556881
3222,0.186431
3223,0.413201
3224,0.877461
3225,0.596582
3226,0.747431
3227,2.9854
3228,2.22078
3229,0.994278
3230,1.04537
3231,0.230334
3232,0.545475
3233,0.891494
3234,0.543652
3235,0.733102
3236,2.52158
3237,1.52492
3238,0.685793
3239,0.94193
3240,0.184961
3241,0.497047
3242,0.767025
3243,0.676635
3244,0.663387
3245,2.36815
3246,1.47218
3247,0.558809
3248,0.815933
3249,0.220516
3250,0.28473
3251,0.810882
3252,0.662313
3253,0.614041
3254,2.65315
3255,1.55541
3256,0.635139
3257,1.10694
3258,0.265076
3259,0.513711
3260,0.80695
3261,0.755836
3262,0.670042
3263,2.36708
3264,1.76127
3265,0.623585
